Fold,Epoch,Train Loss,Train R2,Validation Loss,Validation R2
4,23,0.9983548805857853,0.00019643668179358809,0.9782582030062251,0.004942471617945143
4,24,0.9828818069649209,0.015691960387776427,0.9436105960425789,0.04041990219035363
4,25,0.9671189786508687,0.03147766372042771,0.960608955320001,0.022927265014409892
4,26,0.9611809231430998,0.03742433515305088,0.937984375999524,0.04639756175458565
4,27,0.951137828757173,0.04748200478445219,0.9463125743002061,0.03811253085464672
4,28,0.9461206353647896,0.05250647582847123,0.9507110017400823,0.033261947189598406
4,29,0.9432375461444364,0.055393748763161166,0.9360245458766637,0.048543718412734416
4,30,0.9377473905331548,0.060891870201389975,0.9385127973656061,0.046077292102806866
4,31,0.9304209087502113,0.06822898526980525,0.932687063098165,0.05211831686019763
4,32,0.9287021357614241,0.06995025137151711,0.9540858597000722,0.0299945784705814
4,33,0.925973540429109,0.07268280566648344,0.9353141371869607,0.04946188046838296
4,34,0.919209244133095,0.0794569182626158,0.9656548772293788,0.018945598302599564
4,35,0.9130557961271285,0.08561929685544922,0.9500380144586508,0.03497721370829965
4,36,0.9117079186241455,0.08696912915591937,0.9322936199680876,0.05265069305743242
4,37,0.9082380662181083,0.09044401785041456,0.9425507205225497,0.042130963107070096
4,38,0.9064593328996453,0.09222532925445404,0.9327025651641432,0.05235358633010312
4,39,0.9042273149746607,0.09446058591604256,0.937692326512414,0.04727044715624973
4,40,0.8932542296328413,0.10544959525716902,0.940768476779222,0.043947236014667546
4,41,0.8961844867807289,0.10251508384188368,0.9447193581852232,0.04052451989285666
4,42,0.8884854230401319,0.11022532218423697,0.9439605091385513,0.04126217755105155
4,43,0.8817939264541765,0.11692652804381409,0.94173468899751,0.0436032266309051
4,44,0.8770150436647991,0.12171234510756945,0.9648861205808608,0.020333042755174002
4,45,0.8720570625010746,0.12667752263805077,0.9357583078551992,0.04974848805525145
4,46,0.8695724900904382,0.12916569851981707,0.9759592064825992,0.008966070968088546
4,47,0.8635074888217322,0.1352395006083793,0.945901308713956,0.039162183701846875
4,48,0.8520311652439747,0.1467324784067492,0.9680791733416951,0.016252777998609802
4,49,0.8505906759951879,0.14817505556167043,0.9597382263208811,0.024798272439037317
4,50,0.842096312723114,0.1566817455902788,1.0015068083345469,-0.01855170888074742
4,51,0.8384217210986822,0.16036166938001362,0.9595277097325033,0.02535825822485349
4,52,0.8293180138784675,0.16947858716845987,0.9640184746157785,0.021072298895216002
4,53,0.8314444613902477,0.16734905316205317,0.9665999044343708,0.017488069296660802
4,54,0.8183382995860234,0.18047423141605168,0.9567502679883951,0.027554155327389362
4,55,0.8124861915741142,0.1863348321035152,0.9947587221423503,-0.010887430165883005
4,56,0.8073823119522183,0.1914461177430392,0.9968850960133047,-0.012952900558598879
4,57,0.8007566606184314,0.19808138542692932,0.9841587798677476,0.0010377187642268693
4,58,0.7870842686768437,0.21177361644695702,1.0442420290217467,-0.05910528642037316
4,59,0.782243256397232,0.21662165285957946,0.9608002101798893,0.023594591813494215
4,60,0.768943039860799,0.22994116874196335,0.9858620170096637,-0.001904176477979469
4,61,0.7729014345039468,0.22597702923279617,1.0446449181721036,-0.061143789421866934
4,62,0.7655295330947105,0.2333596292173803,0.9686942342631066,0.01555056611693395
4,63,0.754809452693064,0.2440952644453792,1.0288391751821646,-0.045696585851559446
4,64,0.7464547334389862,0.2524621075979667,1.0485033304939566,-0.06628905521790918
4,65,0.7481646167348859,0.25074974188200316,1.0265398511327501,-0.04416104785457953
4,66,0.7324963821048198,0.26644071441295036,1.0522677670289509,-0.07041839429244634
4,67,0.7137124815119738,0.28525187177689215,1.0206196746310061,-0.03699534978437069
4,68,0.7099674925856337,0.28900229385891374,1.3085487855198654,-0.32899047607121434
4,69,0.698709947854991,0.3002761744285781,1.150418107816384,-0.16773927658734955
4,70,0.6929411112407284,0.3060533819104677,1.0379449263533675,-0.05514602121893297
4,71,0.6878571488430748,0.31114472025908246,1.0350230166590528,-0.05262016678793935
4,72,0.6818210409124775,0.31718958848653,0.9788024963411363,0.004825175861777997
4,73,0.677452681989059,0.32156428434041195,1.096677159113802,-0.11555407390049255
4,74,0.6621205653380056,0.3369186500275926,0.9779796149423309,0.005605482392182615
4,75,0.666828248832656,0.3322041368664581,1.0820365692545406,-0.10034502461366879
4,76,0.6481464231488688,0.3509130707047139,1.0887960407596369,-0.10731694003941206
4,77,0.6464328892347841,0.35262908955080663,1.0054866818537718,-0.022409529569645592
4,78,0.6369883561164345,0.3620873285258688,1.1852602666010137,-0.2050078194415974
4,79,0.6467412089204309,0.3523203234681249,1.1072342732491403,-0.12562955606459147
4,80,0.6352282107865255,0.36385002691735424,1.0284399454923052,-0.04590411894775226
4,81,0.6249094060234105,0.37418380442517074,1.000103306055431,-0.015314822361735647
4,82,0.61401414015805,0.38509488136358283,1.148105742949012,-0.1658720289848048
4,83,0.6156514335839831,0.383455213564477,1.0955928390815493,-0.11389051694112151
4,84,0.6115588078802789,0.38755377473274644,1.0365865016242994,-0.05420116111246598
4,85,0.6043788737831156,0.394744128791104,1.113036791956135,-0.13157424425073438
4,86,0.5949602985288476,0.4041763725925438,1.1744741988764238,-0.19375426495278325
4,87,0.5870027467655631,0.41214547085346287,1.066107058153876,-0.08337005399958253
4,88,0.58895779673313,0.41018758336734273,1.0664128975882403,-0.08440144993367782
4,89,0.5854449655741298,0.4137055119476828,1.1537729293477499,-0.17236597012788968
4,90,0.5715625418185916,0.427608080382057,1.1469132963583055,-0.16664081550336052
4,91,0.5743187219878751,0.4248479002029596,1.298393598776537,-0.3196235949523447
4,92,0.5610903583881243,0.4380954598684724,1.1152058675166914,-0.1335848243262694
4,93,0.5541901358286733,0.445005695104154,1.0561103742590423,-0.0735647086579787
4,94,0.5456217124236308,0.45358655139392035,1.1647857191599151,-0.18332210070362276
4,95,0.546438681501697,0.452768396446826,1.1858889222378854,-0.20498616003833536
4,96,0.5506076943102173,0.44859333444066474,1.0090409997428356,-0.025860548948116513
4,97,0.5437186749188726,0.45549235021397794,1.2055740079989559,-0.22610176430222895
4,98,0.5426563862592063,0.45655618000043263,1.1342630717707307,-0.15359401679982843
4,99,0.5179966793828686,0.48125167112491374,1.0981931830596119,-0.11572405589196633
4,100,0.520134830262829,0.47911041698710366,1.0614049312798117,-0.0791379828059009
